source,target,task,input_text,target_text
"But, protests have diminished since the opening day, when small demonstrations took placein several cities and police used tear gas and pepper spray. Since then, the only security threat has been petty theft and overexcited fans. A spontaneous street party of Argentinian fans was dispersed with pepper spray after the fans blocked roads.","But, protests have happened less often since the opening day, when small demonstrations took place in several cities and police used pepper spray. Since then, the only security problem has been petty theft and overexcited fans. Police used pepper spray on Argentinian fans when they started a spontaneous street party and blocked roads.",intermediate_to_elementary,"simplify: But, protests have diminished since the opening day, when small demonstrations took placein several cities and police used tear gas and pepper spray. Since then, the only security threat has been petty theft and overexcited fans. A spontaneous street party of Argentinian fans was dispersed with pepper spray after the fans blocked roads.","But, protests have happened less often since the opening day, when small demonstrations took place in several cities and police used pepper spray. Since then, the only security problem has been petty theft and overexcited fans. Police used pepper spray on Argentinian fans when they started a spontaneous street party and blocked roads."
"Job satisfaction: “No two days are ever the same.”
Wells finds it rewarding that a project he has worked
on will “help pets to become happier and healthier”.
However, he acknowledges that some of the credit
must go to another “key member” of the tasting team:
Lily, the border terrier.","Job satisfaction: “Every day is different.” Wells likes
knowing that he “helps pets to become happier and
healthier”. But he says that someone else in the tasting
team is also a very important member: Lily, the dog.",intermediate_to_elementary,"simplify: Job satisfaction: “No two days are ever the same.”
Wells finds it rewarding that a project he has worked
on will “help pets to become happier and healthier”.
However, he acknowledges that some of the credit
must go to another “key member” of the tasting team:
Lily, the border terrier.","Job satisfaction: “Every day is different.” Wells likes
knowing that he “helps pets to become happier and
healthier”. But he says that someone else in the tasting
team is also a very important member: Lily, the dog."
"Is this the moment when streaming goes truly mainstream?According to the International Federation of the Phonographic Industry (IFPI), there were only 41m subscribers using music streaming services around the world in 2014. It might be the area with the biggest revenue growth for the record business but it is still quite small. Not only that, but many of those subscribers have streaming as part of a mobile phone package so it is uncertain exactly how ÒactiveÓ its users are. Some sources suggest that Apple is aiming to reach 100m subscribers, which, based on a subscription fee of $120 per year, would generate $12bn annually. To put that in context, the entire global worth of recorded music in 2014 was just under $15bn. Apple is good at making products go mainstream but itÕs not that good.","Is this the moment when streaming goes mainstream?According to the International Federation of the Phonographic Industry (IFPI), only 41 million subscribers used music streaming services around the world in 2014. In the record business, it is the area that is growing the fastest but it is still quite small. Also, many subscribers have streaming as part of a mobile phone packageso nobody knows if they use the service or not. Apple hopes to reach 100 million subscribers. The subscription fee would be $120 per yearso Apple would earn $12 billion a year. By comparison, the entire global worth of recorded music in 2014 was just under $15 billion. Apple is good at making products go mainstream but itÕs not that good.",intermediate_to_elementary,"simplify: Is this the moment when streaming goes truly mainstream?According to the International Federation of the Phonographic Industry (IFPI), there were only 41m subscribers using music streaming services around the world in 2014. It might be the area with the biggest revenue growth for the record business but it is still quite small. Not only that, but many of those subscribers have streaming as part of a mobile phone package so it is uncertain exactly how ÒactiveÓ its users are. Some sources suggest that Apple is aiming to reach 100m subscribers, which, based on a subscription fee of $120 per year, would generate $12bn annually. To put that in context, the entire global worth of recorded music in 2014 was just under $15bn. Apple is good at making products go mainstream but itÕs not that good.","Is this the moment when streaming goes mainstream?According to the International Federation of the Phonographic Industry (IFPI), only 41 million subscribers used music streaming services around the world in 2014. In the record business, it is the area that is growing the fastest but it is still quite small. Also, many subscribers have streaming as part of a mobile phone packageso nobody knows if they use the service or not. Apple hopes to reach 100 million subscribers. The subscription fee would be $120 per yearso Apple would earn $12 billion a year. By comparison, the entire global worth of recorded music in 2014 was just under $15 billion. Apple is good at making products go mainstream but itÕs not that good."
"The major dangers castaways experience are exposure and dehydration. “The basic rule is: no water, no food. You need water to digest protein. If you have no fresh water and it doesn’t rain for a few days, so you can’t collect rainwater, you have basically had it.” Individual physiology was also important, with some people more able to survive than others.","The main dangers for castaways are cold and a lack of drinking water. “The basic rule is: no water, no food. You need water to digest protein. If you have no fresh water and it doesn’t rain for a few days, so you can’t collect rainwater, you will die.” Also, some people are more able to survive than others.",intermediate_to_elementary,"simplify: The major dangers castaways experience are exposure and dehydration. “The basic rule is: no water, no food. You need water to digest protein. If you have no fresh water and it doesn’t rain for a few days, so you can’t collect rainwater, you have basically had it.” Individual physiology was also important, with some people more able to survive than others.","The main dangers for castaways are cold and a lack of drinking water. “The basic rule is: no water, no food. You need water to digest protein. If you have no fresh water and it doesn’t rain for a few days, so you can’t collect rainwater, you will die.” Also, some people are more able to survive than others."
"The research reduces the uncertainty about how much warming is caused by rises in carbon emissions, according to scientists commenting on the study, published in the journal Nature. Experts at JapanÕs National Institute for Environmental Studies said the explanationof how fewer clouds form as the world warms was ÒconvincingÓ and agreed that this indicated future climate change would be greaterthan expected.","The research helps to show how much warming is caused by rises in carbon emissions, say scientists who have commented on the study, published in the journal Nature. Experts at JapanÕs National Institute for Environmental Studies saidthe explanation of how fewer clouds form as the world warms was a good one. They also agreed that this showed future climate change would be bigger than people think.",intermediate_to_elementary,"simplify: The research reduces the uncertainty about how much warming is caused by rises in carbon emissions, according to scientists commenting on the study, published in the journal Nature. Experts at JapanÕs National Institute for Environmental Studies said the explanationof how fewer clouds form as the world warms was ÒconvincingÓ and agreed that this indicated future climate change would be greaterthan expected.","The research helps to show how much warming is caused by rises in carbon emissions, say scientists who have commented on the study, published in the journal Nature. Experts at JapanÕs National Institute for Environmental Studies saidthe explanation of how fewer clouds form as the world warms was a good one. They also agreed that this showed future climate change would be bigger than people think."
"Swiss police arrested the president of the South
American football confederation, the Paraguayan
Juan Ángel Napout, and Alfredo Hawit, the head
of the North and Central American and Caribbean
governing body. Hawit only succeeded Jeffrey
Webb in May 2015, after Webb was arrested
as part of the US operation that threw FIFA into
crisis and led to the downfall of Sepp Blatter.
Webb’s predecessor, the controversial Jack
Warner, was also arrested in May.","Swiss police arrested the president of the South
American football confederation, the Paraguayan
Juan Ángel Napout, and Alfredo Hawit, the head
of the North and Central American and Caribbean
governing body. Hawit started his job after Jeffrey
Webb left the job in May 2015 because he was
arrested. This was part of the US operation that
led to a crisis at FIFA and caused Sepp Blatter to
lose his job and reputation.",intermediate_to_elementary,"simplify: Swiss police arrested the president of the South
American football confederation, the Paraguayan
Juan Ángel Napout, and Alfredo Hawit, the head
of the North and Central American and Caribbean
governing body. Hawit only succeeded Jeffrey
Webb in May 2015, after Webb was arrested
as part of the US operation that threw FIFA into
crisis and led to the downfall of Sepp Blatter.
Webb’s predecessor, the controversial Jack
Warner, was also arrested in May.","Swiss police arrested the president of the South
American football confederation, the Paraguayan
Juan Ángel Napout, and Alfredo Hawit, the head
of the North and Central American and Caribbean
governing body. Hawit started his job after Jeffrey
Webb left the job in May 2015 because he was
arrested. This was part of the US operation that
led to a crisis at FIFA and caused Sepp Blatter to
lose his job and reputation."
"What it involves: Opening sample tins of each
batch of dog (or cat) food, smelling it and eating it.
“Although dogs’ sense of taste is different from ours,
tasting is an important quality check to ensure each
different ingredient is perfectly balanced in just the
right way,” says Philip Wells, the chief taster for Lily’s
Kitchen pet food.","What this person does: Opens tins of dog (or cat)
food, smells it and eats it. “Tasting is an important
quality check to make sure each different ingredient
is perfectly balanced,” says Philip Wells, the chief
taster for Lily’s Kitchen pet food.",intermediate_to_elementary,"simplify: What it involves: Opening sample tins of each
batch of dog (or cat) food, smelling it and eating it.
“Although dogs’ sense of taste is different from ours,
tasting is an important quality check to ensure each
different ingredient is perfectly balanced in just the
right way,” says Philip Wells, the chief taster for Lily’s
Kitchen pet food.","What this person does: Opens tins of dog (or cat)
food, smells it and eats it. “Tasting is an important
quality check to make sure each different ingredient
is perfectly balanced,” says Philip Wells, the chief
taster for Lily’s Kitchen pet food."
"“I know when I went out before the match, the
conditions at 2.30–3pm were very, very tough.
Whether it’s safe or not, I don’t know. There have
been some problems in other sports with players
having heart attacks.”","“I know the conditions at 2.30–3pm were
very, very hard. If it’s safe or not, I don’t
know. There have been some problems in
other sports with players having
heart attacks.”",intermediate_to_elementary,"simplify: “I know when I went out before the match, the
conditions at 2.30–3pm were very, very tough.
Whether it’s safe or not, I don’t know. There have
been some problems in other sports with players
having heart attacks.”","“I know the conditions at 2.30–3pm were
very, very hard. If it’s safe or not, I don’t
know. There have been some problems in
other sports with players having
heart attacks.”"
Tua Pittman was delighted with the news that a strong resolution on the planetÕs oceans had passed the Congress. ÒItÕs a huge reward for all the effort that we made to be here and to be heard. To hear they made that resolution is fantastic. ItÕs a step in the right direction.Ó,"He is 55 and, in his lifetime, he can already see that it is much harder to catch  sh. He also said that pollution is getting worse, particularly close to big cities such as Sydney. And climate change is already having a serious effect on Paci c Islanders. ÒThe decisions of the big countries have a small effect on developed, large countries, but they have a very big effect onsmall countries.Ó",intermediate_to_elementary,simplify: Tua Pittman was delighted with the news that a strong resolution on the planetÕs oceans had passed the Congress. ÒItÕs a huge reward for all the effort that we made to be here and to be heard. To hear they made that resolution is fantastic. ItÕs a step in the right direction.Ó,"He is 55 and, in his lifetime, he can already see that it is much harder to catch  sh. He also said that pollution is getting worse, particularly close to big cities such as Sydney. And climate change is already having a serious effect on Paci c Islanders. ÒThe decisions of the big countries have a small effect on developed, large countries, but they have a very big effect onsmall countries.Ó"
"What it involves: To monitor the size of the
endangered eels, ecologists walk into the Thames and
other London rivers full of eels, sometimes up to their
armpits, and reach into a net filled with up to 20 adult
eels to take one out with their bare hands. “Adult eels
can be a metre long, or even larger, and weigh up to
2kg. They’re not at all dangerous but they are almost
pure muscle and they can be a little bit slimy,” says
Stephen Mowat, an eel conservationist and ecologist
for the Zoological Society of London. “We have to
weigh and measure them, and they wriggle … a lot. It’s difficult to look professional while crawling on the
ground chasing an eel across the grass.”","What this person does: Checks the size of the
endangered eels. They do this by walking into the
Thames and other London rivers, which are full of
eels. In the rivers, they put their hands into a net filled
with up to 20 adult eels and pull an eel out. “Adult eels
can be a metre long, or even larger, and weigh up to
2kg. They’re not dangerous but they are almost 100%
muscle and they can be a little bit slimy,” says Stephen
Mowat, an eel ecologist for the Zoological Society of
London. “We have to weigh and measure them and
they wriggle … a lot. I look silly when I’m crawling on
the ground chasing an eel across the grass.”",intermediate_to_elementary,"simplify: What it involves: To monitor the size of the
endangered eels, ecologists walk into the Thames and
other London rivers full of eels, sometimes up to their
armpits, and reach into a net filled with up to 20 adult
eels to take one out with their bare hands. “Adult eels
can be a metre long, or even larger, and weigh up to
2kg. They’re not at all dangerous but they are almost
pure muscle and they can be a little bit slimy,” says
Stephen Mowat, an eel conservationist and ecologist
for the Zoological Society of London. “We have to
weigh and measure them, and they wriggle … a lot. It’s difficult to look professional while crawling on the
ground chasing an eel across the grass.”","What this person does: Checks the size of the
endangered eels. They do this by walking into the
Thames and other London rivers, which are full of
eels. In the rivers, they put their hands into a net filled
with up to 20 adult eels and pull an eel out. “Adult eels
can be a metre long, or even larger, and weigh up to
2kg. They’re not dangerous but they are almost 100%
muscle and they can be a little bit slimy,” says Stephen
Mowat, an eel ecologist for the Zoological Society of
London. “We have to weigh and measure them and
they wriggle … a lot. I look silly when I’m crawling on
the ground chasing an eel across the grass.”"
"Omar Abdullah, the UK-born Chief Minister of Jammu and Kashmir, has asked the British High Commission in Delhi to change its guidelines, but without success. “It’s frustrating,” admitted Abdullah, who has been in charge of India’s most sensitive state since early 2009. “Today, unfortunately, as a result of that travel advice, people’s insurance isn’t valid when they visit here.” 1995 was the last time foreign tourists were murdered in J&K. Six westerners, including two Britons, were kidnapped by Al-Faran, a Kashmiri militant Islamist group. Only one survived.","Omar Abdullah, the Chief Minister of Jammu and Kashmir, has asked the British government to change its advice, but they haven’t changed it. “It’s frustrating,” says Abdullah. “Today, because of that travel advice, people’s insurance isn’t valid when they visit here.” 1995 was the last time foreign tourists were murdered in Kashmir, when an Islamist group kidnapped six westerners and killed five of them.",intermediate_to_elementary,"simplify: Omar Abdullah, the UK-born Chief Minister of Jammu and Kashmir, has asked the British High Commission in Delhi to change its guidelines, but without success. “It’s frustrating,” admitted Abdullah, who has been in charge of India’s most sensitive state since early 2009. “Today, unfortunately, as a result of that travel advice, people’s insurance isn’t valid when they visit here.” 1995 was the last time foreign tourists were murdered in J&K. Six westerners, including two Britons, were kidnapped by Al-Faran, a Kashmiri militant Islamist group. Only one survived.","Omar Abdullah, the Chief Minister of Jammu and Kashmir, has asked the British government to change its advice, but they haven’t changed it. “It’s frustrating,” says Abdullah. “Today, because of that travel advice, people’s insurance isn’t valid when they visit here.” 1995 was the last time foreign tourists were murdered in Kashmir, when an Islamist group kidnapped six westerners and killed five of them."
"Sudan doesnÕt know how precious he is. His eye is a sad black dot in his massive wrinkled face as he wanders the reserve with his guards. His head is a marvellous thing. It is a majestic rectangle of strong bone and leathery  esh, a head of pure strength. How terrible that such a powerful head can, in reality, be so vulnerable.","Sudan doesnÕt know how precious he is. His eye is a sad black dot in his big face as he walks around the reserve with his guards. His headis a marvellous thing. It is a majestic rectangle of strong bone, a head of pure strength. How terrible that such a powerful head can beso vulnerable.",intermediate_to_elementary,"simplify: Sudan doesnÕt know how precious he is. His eye is a sad black dot in his massive wrinkled face as he wanders the reserve with his guards. His head is a marvellous thing. It is a majestic rectangle of strong bone and leathery  esh, a head of pure strength. How terrible that such a powerful head can, in reality, be so vulnerable.","Sudan doesnÕt know how precious he is. His eye is a sad black dot in his big face as he walks around the reserve with his guards. His headis a marvellous thing. It is a majestic rectangle of strong bone, a head of pure strength. How terrible that such a powerful head can beso vulnerable."
"Campaigners say that the car industry has tried
to delay reforms to car test cycles. But industry
groups deny this – they argue that a five-year
delay is necessary for technical and economic
reasons. “Real Driving Emissions (RDE) is a
totally new regulation that will force significant
changes to cars,” said Cara McLaughlin, a
spokesperson for the European Automobile
Manufacturers Association (ACEA). “However,
ACEA fully accepts that RDE will apply to new
types of cars from September 2017.”","Campaigners say that car makers have tried to
delay reforms to car tests. But car makers do
not agree – they say that they need five years
to introduce the changes for technical and
economic reasons. “Real Driving Emissions is
a totally new regulation that will force significant
changes,” said Cara McLaughlin, a spokesperson
for the European Automobile Manufacturers
Association (ACEA). “But ACEA fully accepts that
the regulation will apply to new types of cars from
September 2017.”",intermediate_to_elementary,"simplify: Campaigners say that the car industry has tried
to delay reforms to car test cycles. But industry
groups deny this – they argue that a five-year
delay is necessary for technical and economic
reasons. “Real Driving Emissions (RDE) is a
totally new regulation that will force significant
changes to cars,” said Cara McLaughlin, a
spokesperson for the European Automobile
Manufacturers Association (ACEA). “However,
ACEA fully accepts that RDE will apply to new
types of cars from September 2017.”","Campaigners say that car makers have tried to
delay reforms to car tests. But car makers do
not agree – they say that they need five years
to introduce the changes for technical and
economic reasons. “Real Driving Emissions is
a totally new regulation that will force significant
changes,” said Cara McLaughlin, a spokesperson
for the European Automobile Manufacturers
Association (ACEA). “But ACEA fully accepts that
the regulation will apply to new types of cars from
September 2017.”"
"What the job involves: ÒA race engineer is the interpreter between the race-car mechanicsand the driver,Ó says race engineer Jamie Muir. ÒThe engineer takes feedback from the driver, analyses the data and makes decisions about the set-up needed for maximum performance, then passes this on to the mechanics.Ó","What the job involves: ÒA race engineer is the interpreter between the race-car mechanics and the driver,Ó says race engineer Jamie Muir. ÒThe engineer takes feedback from the driver, analyses the data and gives this to the mechanics.Ó",intermediate_to_elementary,"simplify: What the job involves: ÒA race engineer is the interpreter between the race-car mechanicsand the driver,Ó says race engineer Jamie Muir. ÒThe engineer takes feedback from the driver, analyses the data and makes decisions about the set-up needed for maximum performance, then passes this on to the mechanics.Ó","What the job involves: ÒA race engineer is the interpreter between the race-car mechanics and the driver,Ó says race engineer Jamie Muir. ÒThe engineer takes feedback from the driver, analyses the data and gives this to the mechanics.Ó"
"I was at the pier but couldn’t get out because of
my injuries. I felt pure terror. I shouted for help
and a guy put his arm in and pulled me out on
to the steps. Then, another man appeared and
said he was an orthopaedic surgeon. He had
been driving into Doolin when he saw what was
happening on the pier. I was so cold and very
worried – I didn’t know how bad my injuries
were and my biggest fear was internal bleeding.
He checked me over and said he couldn’t feel
any evidence of bleeding but that I probably
had broken bones. I found out later that I had
six spinal fractures, three broken ribs and a
damaged lung.","I was at the pier but I couldn’t get out because of
my injuries. I was terrified. I shouted for help and
a man put his arm in and pulled me out of the
water. Then, another man appeared and said he
was a doctor. I was so cold and very worried – I
didn’t know how bad my injuries were and my
biggest fear was internal bleeding. The doctor
said he didn’t think I had internal bleeding but he
thought I probably had broken bones. I found out
later that I had six spinal fractures, three broken
ribs and a damaged lung.",intermediate_to_elementary,"simplify: I was at the pier but couldn’t get out because of
my injuries. I felt pure terror. I shouted for help
and a guy put his arm in and pulled me out on
to the steps. Then, another man appeared and
said he was an orthopaedic surgeon. He had
been driving into Doolin when he saw what was
happening on the pier. I was so cold and very
worried – I didn’t know how bad my injuries
were and my biggest fear was internal bleeding.
He checked me over and said he couldn’t feel
any evidence of bleeding but that I probably
had broken bones. I found out later that I had
six spinal fractures, three broken ribs and a
damaged lung.","I was at the pier but I couldn’t get out because of
my injuries. I was terrified. I shouted for help and
a man put his arm in and pulled me out of the
water. Then, another man appeared and said he
was a doctor. I was so cold and very worried – I
didn’t know how bad my injuries were and my
biggest fear was internal bleeding. The doctor
said he didn’t think I had internal bleeding but he
thought I probably had broken bones. I found out
later that I had six spinal fractures, three broken
ribs and a damaged lung."
"After the man pulled me out of the water, Dusty
swam away but, then, she came back and was
looking at me. Our eyes met and I felt there
was complete remorse in her. She was a totally
different dolphin; the anger had gone. The people
on the pier were in awe. When she had that little
moment with me, that was the end of the terror. I
made my peace with her.","After the man pulled me out of the water, Dusty
swam away but, then, she came back and looked
at me. Our eyes met and I felt she was sorry for
what she did to me. She was a totally different
dolphin; the anger was gone. The people on
the pier were amazed. When she had that little
moment with me, that was the end of the terror. I
forgave her.",intermediate_to_elementary,"simplify: After the man pulled me out of the water, Dusty
swam away but, then, she came back and was
looking at me. Our eyes met and I felt there
was complete remorse in her. She was a totally
different dolphin; the anger had gone. The people
on the pier were in awe. When she had that little
moment with me, that was the end of the terror. I
made my peace with her.","After the man pulled me out of the water, Dusty
swam away but, then, she came back and looked
at me. Our eyes met and I felt she was sorry for
what she did to me. She was a totally different
dolphin; the anger was gone. The people on
the pier were amazed. When she had that little
moment with me, that was the end of the terror. I
forgave her."
"“I think it’s inhumane. I don’t think it’s fair to anybody
– to the players, to the fans, to the sport – when you
see players pulling out of matches, passing out,” he
added. “I’ve played fi ve set matches all my life and
being out there for a set and a half and passing out
with heat stroke, it’s not normal.","“I don’t think it’s fair to anybody – to the
players, to the fans, to the sport – when
you see players passing out,” he added.
“Passing out with heat stroke, it’s
not normal.",intermediate_to_elementary,"simplify: “I think it’s inhumane. I don’t think it’s fair to anybody
– to the players, to the fans, to the sport – when you
see players pulling out of matches, passing out,” he
added. “I’ve played fi ve set matches all my life and
being out there for a set and a half and passing out
with heat stroke, it’s not normal.","“I don’t think it’s fair to anybody – to the
players, to the fans, to the sport – when
you see players passing out,” he added.
“Passing out with heat stroke, it’s
not normal."
Race engineerA race engineer liaises between the driver and the mechanics.,Race engineerA race engineer takes information from the driver and gives it to the mechanics.,intermediate_to_elementary,simplify: Race engineerA race engineer liaises between the driver and the mechanics.,Race engineerA race engineer takes information from the driver and gives it to the mechanics.
"Another factory owner said that, once a factory
closed its doors, even for a few months, it would
lose orders and close permanently: “There is no
such thing as temporary closure,” he said. The
factory owner said that the Accord agreement
had “pussyfooted” around the issue of who paid
for factory closures because they just wanted to
get as many brands as possible to sign up to a
deal in the wake of the Rana Plaza disaster. He
said there was no clear process in place to pay
the costs involved.","Another factory owner said that, when a factory
closed, even for a few months, it would lose
orders and close permanently: “There is no
such thing as temporary closure,” he said. The
factory owner said it was not clear in the Accord
agreement who would pay for factory closures.",intermediate_to_elementary,"simplify: Another factory owner said that, once a factory
closed its doors, even for a few months, it would
lose orders and close permanently: “There is no
such thing as temporary closure,” he said. The
factory owner said that the Accord agreement
had “pussyfooted” around the issue of who paid
for factory closures because they just wanted to
get as many brands as possible to sign up to a
deal in the wake of the Rana Plaza disaster. He
said there was no clear process in place to pay
the costs involved.","Another factory owner said that, when a factory
closed, even for a few months, it would lose
orders and close permanently: “There is no
such thing as temporary closure,” he said. The
factory owner said it was not clear in the Accord
agreement who would pay for factory closures."
"One night, a Mexican colleague learnt
that the American consul in the port city
of Veracruz was being held hostage at
gunpoint in his offi ce. With no senior
English-speaking reporter in the offi ce, I
had to try to reach the consulate by phone. I
got the phone number wrong and I was put
through to an extension elsewhere in the
building. The identity of the person who took
my call was unmistakable: I chatted for 15
minutes to the gunman. I didn’t persuade
him to put away his gun – but my reputation
as a reporter rose overnight.","One night, a Mexican colleague told me
that a gunman was holding the American
consul hostage in his offi ce in the port city of
Veracruz. There was no senior
English-speaking reporter in the offi ce, so
they asked me to try to call the consulate. I
got the phone number wrong and I was put
through to another phone somewhere else
in the building. I knew straight away who the
person was: I talked for 15 minutes to the
gunman. He didn’t put away his gun as a
result of his conversation with me – but my
reputation as a reporter rose instantly.",intermediate_to_elementary,"simplify: One night, a Mexican colleague learnt
that the American consul in the port city
of Veracruz was being held hostage at
gunpoint in his offi ce. With no senior
English-speaking reporter in the offi ce, I
had to try to reach the consulate by phone. I
got the phone number wrong and I was put
through to an extension elsewhere in the
building. The identity of the person who took
my call was unmistakable: I chatted for 15
minutes to the gunman. I didn’t persuade
him to put away his gun – but my reputation
as a reporter rose overnight.","One night, a Mexican colleague told me
that a gunman was holding the American
consul hostage in his offi ce in the port city of
Veracruz. There was no senior
English-speaking reporter in the offi ce, so
they asked me to try to call the consulate. I
got the phone number wrong and I was put
through to another phone somewhere else
in the building. I knew straight away who the
person was: I talked for 15 minutes to the
gunman. He didn’t put away his gun as a
result of his conversation with me – but my
reputation as a reporter rose instantly."
"If the idea of showering less and using lesssoap is giving you the heebie-jeebies as you remember the last time you were close to people who already donÕt shower enough, relax. Many people who have decided to shower less still use deodorant if they  nd it necessary (everyoneÕs natural scent varies in intensity and it can be affected by a number of things including diet, hydration and exercise). And, hand-washingwith soap is still recommended as a vital way to reduce the spread of infectious diseases.",Perhaps you remember the last time you were close to people who already donÕt shower enough but you can relax. Many people who shower less still use deodorant and hand-washing with soap is still a vital way to reduce the spread ofmany diseases.,intermediate_to_elementary,"simplify: If the idea of showering less and using lesssoap is giving you the heebie-jeebies as you remember the last time you were close to people who already donÕt shower enough, relax. Many people who have decided to shower less still use deodorant if they  nd it necessary (everyoneÕs natural scent varies in intensity and it can be affected by a number of things including diet, hydration and exercise). And, hand-washingwith soap is still recommended as a vital way to reduce the spread of infectious diseases.",Perhaps you remember the last time you were close to people who already donÕt shower enough but you can relax. Many people who shower less still use deodorant and hand-washing with soap is still a vital way to reduce the spread ofmany diseases.
"Within hours of the announcement, Vatican
officials were saying that the Pope’s
decision was a brave one. Thavis agreed:
“What I find particularly courageous is that
he is prepared to say now, when he is not
sick, that he is going; and that he’s doing
it because he’s tired and not because he’s
particularly ill.” But is that the whole story?
Does he know more about his state of health
than the Vatican has so far made public?","Soon after the announcement, the Vatican
was saying that the Pope’s decision
was brave. Thavis agreed: “What I find
particularly courageous is that he is going
now, when he is not sick; and that he’s
leaving because he’s tired and not because
he’s ill.” But is that the whole story? Does
the Pope know more about his state of
health than the Vatican has so far
made public?",intermediate_to_elementary,"simplify: Within hours of the announcement, Vatican
officials were saying that the Pope’s
decision was a brave one. Thavis agreed:
“What I find particularly courageous is that
he is prepared to say now, when he is not
sick, that he is going; and that he’s doing
it because he’s tired and not because he’s
particularly ill.” But is that the whole story?
Does he know more about his state of health
than the Vatican has so far made public?","Soon after the announcement, the Vatican
was saying that the Pope’s decision
was brave. Thavis agreed: “What I find
particularly courageous is that he is going
now, when he is not sick; and that he’s
leaving because he’s tired and not because
he’s ill.” But is that the whole story? Does
the Pope know more about his state of
health than the Vatican has so far
made public?"
"I had just arrived in the Mexican capital
after a Greyhound bus journey all the way
from New York and the job interview was
a test of my language skills. In my new
role, day shifts were spent on the streets in
political rallies and nights were spent alone
in the offi ce, coordinating the news from
areas of fi ghting in El Salvador, Nicaragua,
Guatemala and the rest of Central America.
But, I also had to report on occasional
disasters: fi res, fl oods and explosions at
firework factories.","I arrived in the Mexican capital after a bus
journey all the way from New York. In my
new job, I spent my days on the streets in
political rallies and my nights alone in the
offi ce, where I coordinated the news from
areas of fi ghting in El Salvador, Nicaragua,
Guatemala and the rest of Central America.
But, I also had to report on disasters: fi res,
fl oods and explosions at fi rework factories.",intermediate_to_elementary,"simplify: I had just arrived in the Mexican capital
after a Greyhound bus journey all the way
from New York and the job interview was
a test of my language skills. In my new
role, day shifts were spent on the streets in
political rallies and nights were spent alone
in the offi ce, coordinating the news from
areas of fi ghting in El Salvador, Nicaragua,
Guatemala and the rest of Central America.
But, I also had to report on occasional
disasters: fi res, fl oods and explosions at
firework factories.","I arrived in the Mexican capital after a bus
journey all the way from New York. In my
new job, I spent my days on the streets in
political rallies and my nights alone in the
offi ce, where I coordinated the news from
areas of fi ghting in El Salvador, Nicaragua,
Guatemala and the rest of Central America.
But, I also had to report on disasters: fi res,
fl oods and explosions at fi rework factories."
"What is ‘bit rot’ and is Vint Cerf right to be
worried? Accessing digital content in the future
could be less of a problem than Cerf thinks. His
warning highlights an irony at the heart of modern
technology, where music, photos, letters and other
documents are digitized in order to ensure their
long-term survival. But, while researchers are
making progress in storing digital files for centuries,
the programs and hardware needed to read the
files are continually falling out of use.","What is ‘bit rot’ and is Vint Cerf right to be worried?
His warning highlights an irony about modern
technology: we digitize music, photos, letters and
other documents so that they survive for centuries
but the programs and hardware people will need to
read those files don’t survive.",intermediate_to_elementary,"simplify: What is ‘bit rot’ and is Vint Cerf right to be
worried? Accessing digital content in the future
could be less of a problem than Cerf thinks. His
warning highlights an irony at the heart of modern
technology, where music, photos, letters and other
documents are digitized in order to ensure their
long-term survival. But, while researchers are
making progress in storing digital files for centuries,
the programs and hardware needed to read the
files are continually falling out of use.","What is ‘bit rot’ and is Vint Cerf right to be worried?
His warning highlights an irony about modern
technology: we digitize music, photos, letters and
other documents so that they survive for centuries
but the programs and hardware people will need to
read those files don’t survive."
"Twelve factories have been identified by the
Accord as needing significant work so far, but
Holdcroft said many of those only needed partial
closure and production could continue on other
floors. The Accord also legally requires brands
to ensure that workers are paid during factory
closures. She said the detail on who would make
payments had been left open in order to ensure
that all those factory owners who could afford to
pay for repairs and compensation for workers
made the necessary payments.","The Accord has found12 factories that need a
lot of work, but Holdcroft said many of those
only needed partial closure and production could
continue on other floors. The Accord also asks
companies to make sure that workers receive
pay during factory closures. She said that
factory owners who could afford to pay for
repairs and compensation for workers should
make the payments.",intermediate_to_elementary,"simplify: Twelve factories have been identified by the
Accord as needing significant work so far, but
Holdcroft said many of those only needed partial
closure and production could continue on other
floors. The Accord also legally requires brands
to ensure that workers are paid during factory
closures. She said the detail on who would make
payments had been left open in order to ensure
that all those factory owners who could afford to
pay for repairs and compensation for workers
made the necessary payments.","The Accord has found12 factories that need a
lot of work, but Holdcroft said many of those
only needed partial closure and production could
continue on other floors. The Accord also asks
companies to make sure that workers receive
pay during factory closures. She said that
factory owners who could afford to pay for
repairs and compensation for workers should
make the payments."
"Organizers said temperatures peaked at 42.2C
in the early evening on Tuesday and conditions
had never reached the point where the matches
would be stopped.","“The weather was hot and uncomfortable,
but the humidity was quite low, so play
could continue,” tournament director Wayne
McKewen said.",intermediate_to_elementary,"simplify: Organizers said temperatures peaked at 42.2C
in the early evening on Tuesday and conditions
had never reached the point where the matches
would be stopped.","“The weather was hot and uncomfortable,
but the humidity was quite low, so play
could continue,” tournament director Wayne
McKewen said."
